"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI000594","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","5","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000595","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000596","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Breakfast","8:00 AM","IND1331","Ragi Dosa","1 medium","0.6","217.8","9.2","31.7","6.8","3.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000597","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000598","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Mid-Morning","11:00 AM","CLN0006","Pear Whole","1 small","1","86","0.6","22.8","0.2","4.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000599","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000600","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Lunch","1:30 PM","IND0006","Mixed Dal","3/4 katori","0.75","150","11.8","24.1","2.7","7.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000601","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Lunch","1:30 PM","IND0183","Cabbage Poriyal","1 katori","0.8","141.6","5.2","21","8.3","5.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000602","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000603","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Evening","5:00 PM","IND1405","Corn Chaat","1/2 serving","0.5","131.5","3.1","17","6","1.9","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000604","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Dinner","8:00 PM","IND0073","Tomato Shorba","1 bowl","1","184","7.3","21.9","5.3","5.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000605","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Dinner","8:00 PM","IND1419","Paneer Tikka","3/4 serving","0.75","167.3","16.6","7.7","9.4","1.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000606","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Dinner","8:00 PM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000607","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","6","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000608","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000609","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Breakfast","8:00 AM","IND0283","Methi Paratha","2 small","2","252","8.4","47.4","4.4","7.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000610","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Breakfast","8:00 AM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000611","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Mid-Morning","11:00 AM","CLN0008","Watermelon","1 bowl","1","60","1.2","15.2","0.3","0.8","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000612","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Lunch","1:30 PM","IND0249","Masala Khichdi","1 katori","0.8","253.6","5.4","46.6","5","2.5","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000613","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Lunch","1:30 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000614","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Lunch","1:30 PM","IND0201","Beetroot Sabzi","1 katori","0.8","170.4","5","18.2","7.8","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000615","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000616","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000617","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000618","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Dinner","8:00 PM","IND0006","Mixed Dal","3/4 katori","0.75","150","11.8","24.1","2.7","7.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000619","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Dinner","8:00 PM","IND0152","Vegetable Korma","3/4 katori","0.75","199.5","4.9","14","9.1","4.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000620","DC007","Type 2 diabetes / prediabetes — Veg — Condition support","Veg","Type 2 diabetes / prediabetes","Condition support","7","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar.","Yes"
"MI000621","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000622","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Breakfast","8:00 AM","IND0316","Vegetable Upma","3/4 katori","0.75","247.5","6.4","33.3","6.4","5.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000623","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Breakfast","8:00 AM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000624","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000625","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000626","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Lunch","1:30 PM","IND0002","Moong Dal","1 katori","1","219","12.8","32.8","3.6","9.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000627","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Lunch","1:30 PM","IND0198","Cabbage Sabzi","1 katori","0.8","170.4","5.4","19","8.4","4.8","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000628","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000629","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000630","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Evening","5:00 PM","IND0433","Masala Chaas","1 glass","1","175","9.2","14.9","10.6","0.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000631","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Dinner","8:00 PM","IND0248","Moong Dal Khichdi","1 katori","0.8","256","5.8","39.8","4.9","2.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000632","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Dinner","8:00 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000633","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","1","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000634","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000635","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Breakfast","8:00 AM","IND0017","Plain Idli","2 pieces","0.67","215.1","5.8","34.1","6.1","4.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000636","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000637","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Breakfast","8:00 AM","IND0065","Coconut Chutney","1 tablespoon","0.5","16","0.4","2","0.6","0.5","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000638","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Mid-Morning","11:00 AM","CLN0003","Guava Whole","1 small","1","68","2.6","14.3","1","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000639","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Lunch","1:30 PM","IND0224","Brown Rice Cooked","3/4 katori","0.75","244.5","5.5","40.3","4.8","2.5","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000640","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Lunch","1:30 PM","IND0135","Rajma Masala","1 katori","1","206","7.6","21.1","11.1","5.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000641","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Lunch","1:30 PM","IND0199","French Bean Sabzi","1 katori","0.8","160","4.4","17.1","7.1","4.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000642","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000643","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000644","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000645","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Dinner","8:00 PM","IND0125","Palak Paneer","3/4 katori","0.75","169.5","6","16.3","8.4","5.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000646","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000647","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","2","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000648","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000649","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Breakfast","8:00 AM","IND0332","Moong Dal Chilla","2 small","0.75","228.8","9.1","41.9","7.2","4.8","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000650","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Breakfast","8:00 AM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000651","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000652","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Lunch","1:30 PM","IND0013","Bajra Roti","2 small","2","218","7.4","44.2","5.4","8","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000653","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Lunch","1:30 PM","IND0136","Chole Masala","3/4 katori","0.75","154.5","5","15.8","8.3","4.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000654","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Lunch","1:30 PM","IND0200","Carrot Peas Sabzi","1 katori","0.8","144","5.4","19","7.5","4.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000655","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Evening","5:00 PM","IND0370","Peanut Chaat","1/2 serving","0.5","126","3.6","18.2","5.8","1.9","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000656","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Dinner","8:00 PM","IND0319","Dalia Upma","1 katori","0.8","236.8","9.7","39.9","7.3","6.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000657","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Dinner","8:00 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000658","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","3","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000659","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000660","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Breakfast","8:00 AM","IND0312","Poha","1 katori","0.75","238.5","6.6","34","6.5","4.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000661","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Breakfast","8:00 AM","IND0369","Roasted Chana","2 tablespoons","0.2","47.8","1.6","7.3","1.9","0.8","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000662","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Mid-Morning","11:00 AM","CLN0004","Orange Whole","1 medium","1","62","1.2","15.4","0.2","3.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000663","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
